,review1,review2,review3,id,host_acceptance_rate,host_is_superhost,host_identity_verified,accommodates,bedrooms,price,minimum_nights,maximum_nights,has_availability,availability_90,number_of_reviews,number_of_reviews_ltm,instant_bookable,host_days,response_score,neighbourhood_farnorth,neighbourhood_farsouth,neighbourhood_farsouthwest,neighbourhood_north,neighbourhood_northwest,neighbourhood_south,neighbourhood_southwest,neighbourhood_west,dist,property_group_0,property_group_1,property_group_2,property_group_3,property_group_4,room_type_entire_home/apt,room_type_hotel_room,room_type_private_room,room_type_shared_room,crowdedness,crowdedness_diff,crowdedness_ratio,crowdedness_adj_ratio,long_term_stays_allowed,gym,patio_or_balcony,paid_parking_off_premises,coffee_maker,first_aid_kit,fire_extinguisher,private_entrance,bbq_grill,lockbox,indoor_fireplace,hangers,elevator,dishwasher,laundromat_nearby,heating,bathtub,air_conditioning,hot_water,hair_dryer,free_street_parking,oven,shower_gel,free_parking_on_premises,lock_on_bedroom_door,dryer,keypad,washer,outdoor_furniture,room-darkening_shades,baking_sheet,wine_glasses,tv,bathrooms_privacy,bathrooms
6109,1.3355094221668462,-0.5690395156696268,0.8793986033698948,52521013,0.94,0,1,2,1.031413612565445,79.0,3,1125,1,90,1,1,0,2249,1,0,0,0,0,0,0,0,0,0.017976499078516915,0,1,0,0,0,1,0,0,0,1,0.968586387434555,1.9390862944162437,0.9390862944162438,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1.0
2936,-0.4076911629684251,-0.20861663935884245,0.23076291583483435,35430614,0.0,0,1,3,1.0,63.0,2,30,1,0,71,0,0,2955,1,1,0,0,0,0,0,0,0,0.07888391845692808,0,1,0,0,0,1,0,0,0,1,2.0,3.0,2.0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
4942,-0.44047057677836843,0.16012101876047358,0.18446113863420904,48215236,0.99,0,1,2,1.0,85.0,1,1125,1,90,27,27,0,1419,1,1,0,0,0,0,0,0,0,0.07640832582330126,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1.0
722,1.7507920645810127,-2.0251597695021966,-2.6548957826213013,12175196,1.0,0,1,8,5.0,350.0,1,1125,1,0,1,0,0,2312,0,0,0,0,0,0,1,0,0,0.05386154835427719,0,1,0,0,0,1,0,0,0,1,3.0,1.6,0.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
6375,-0.2266911932676845,0.05454450551729491,0.34078010338710313,53367291,1.0,0,1,4,1.0,152.0,1,365,1,87,0,0,1,1823,1,0,0,0,1,0,0,0,0,0.053532918159668194,0,1,0,0,0,1,0,0,0,1,3.0,4.0,3.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1.5
5966,-1.6444076955693847,-0.1075528577165523,0.2165459981601159,51881165,0.7,1,1,2,1.0,24.0,32,1125,1,76,2,2,0,705,1,0,1,0,0,0,0,0,0,0.16254029813902232,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1.0
2888,-0.9384803760810728,-0.16719714416135803,-0.15479917033717766,35056266,0.94,1,1,2,1.0,60.0,1,1125,1,86,62,17,0,942,1,1,0,0,0,0,0,0,0,0.10414160670509538,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1.0
1595,-1.3307626711289264,0.2893688384141123,0.08289351353427826,21900672,1.0,1,1,12,4.0,564.0,3,30,1,88,78,11,1,1587,1,0,0,0,1,0,0,0,0,0.10284593926412065,0,1,0,0,0,1,0,0,0,1,8.0,3.0,2.0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,2.0
5355,-0.4359775041410768,0.30986558764399813,-0.2121911939540831,49733631,0.99,1,1,1,1.0311526479750779,68.0,1,1125,1,79,13,13,1,256,1,0,0,0,0,0,0,0,1,0.02972722393227968,0,1,0,0,0,1,0,0,0,0,-0.031152647975077885,0.9697885196374623,-0.030211480362537766,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1.0
3971,-1.6444076955693847,-0.1075528577165523,0.2165459981601159,42395555,0.98,0,1,2,1.0,150.0,30,1125,1,5,1,1,1,1828,1,0,0,0,0,0,0,0,0,0.006231750887188346,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
3096,-0.6045679325769213,-0.30898748480380783,-0.20966024982160533,36700170,0.91,1,1,8,3.0,244.0,2,21,1,90,75,23,0,2254,1,0,0,0,0,0,0,0,1,0.08344889304909697,0,1,0,0,0,1,0,0,0,1,5.0,2.6666666666666665,1.6666666666666667,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,2.0
3748,-1.6444076955693847,-0.1075528577165523,0.2165459981601159,41183002,0.46,0,1,10,3.0,300.0,4,365,1,74,4,3,0,1314,1,0,0,0,1,0,0,0,0,0.0822420562918977,0,0,1,0,0,1,0,0,0,1,7.0,3.3333333333333335,2.3333333333333335,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,2.0
4337,-1.4343705751858293,0.11259148398066796,0.09622120353841392,44737039,0.83,1,1,6,3.0,112.0,3,365,1,4,21,18,0,1426,1,1,0,0,0,0,0,0,0,0.11055445788895123,0,0,1,0,0,1,0,0,0,1,3.0,2.0,1.0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1.0
4077,-1.0912483435867277,0.27313197562351743,0.05386724120358494,42962600,0.78,1,1,5,3.0,226.0,2,1125,1,71,51,33,0,641,1,1,0,0,0,0,0,0,0,0.0925233606778281,0,1,0,0,0,1,0,0,0,1,2.0,1.6666666666666667,0.6666666666666666,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2.0
4543,-0.7215308906256441,-0.060545732000384885,0.605105866251742,46050508,0.8,1,1,6,3.0,157.0,5,1125,1,75,8,6,0,2366,1,0,0,0,1,0,0,0,0,0.1082814330488732,0,1,0,0,0,1,0,0,0,1,3.0,2.0,1.0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1.0
4881,-1.6444076955693847,-0.1075528577165523,0.2165459981601159,47934850,0.87,1,1,5,3.0,80.0,10,1125,1,88,1,1,0,3693,1,0,0,0,0,0,1,0,0,0.08342271191421102,0,1,0,0,0,1,0,0,0,1,2.0,1.6666666666666667,0.6666666666666666,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,2.0
2259,2.36104155714501,0.01681613477321012,0.24669425101028586,28692993,1.0,0,1,2,1.0,30.0,2,1125,1,63,141,24,0,2375,1,0,0,0,0,0,0,0,1,0.06921068009433096,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1.0
2026,1.4529404594484217,-0.38422537279259356,0.8803164015129891,26476284,1.0,0,1,2,1.031413612565445,214.0,1,16,1,0,17,0,1,1307,0,0,0,0,0,0,0,0,0,0.027166823574353866,0,1,0,0,0,1,0,0,0,1,0.968586387434555,1.9390862944162437,0.9390862944162438,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0
6395,-1.6444076955693847,-0.1075528577165523,0.2165459981601159,53417890,0.9,0,1,5,2.0,125.0,2,1125,1,86,1,1,1,1238,1,0,0,0,1,0,0,0,0,0.06592232610518801,0,0,1,0,0,1,0,0,0,1,3.0,2.5,1.5,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.0
3352,-0.1592442687340832,0.3237653551802122,0.24175969307412717,38582741,1.0,0,1,2,1.0,75.0,3,30,1,0,3,0,0,2962,0,0,0,0,0,0,0,0,1,0.03874640668654458,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
6276,-0.5416331000430007,-0.2895853667048451,0.3391615079129791,53064880,0.68,0,1,4,2.0,80.0,2,365,1,79,0,0,0,51,1,0,0,0,1,0,0,0,0,0.06528596865421478,0,1,0,0,0,1,0,0,0,1,2.0,2.0,1.0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1.0
6216,-0.9033949397187051,0.43908226830635116,0.07499130987405023,52812405,1.0,1,1,6,2.0,147.0,2,365,1,84,7,7,1,443,1,0,0,0,0,0,0,0,0,0.02705348493484643,0,1,0,0,0,1,0,0,0,1,4.0,3.0,2.0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,2.0
1445,7.708406845067382,-2.5620873837289015,-3.6764746075499404,20885281,1.0,0,1,5,2.0,250.0,2,1125,1,0,1,0,1,1560,0,0,0,0,0,0,0,0,0,0.019380982202150204,0,0,1,0,0,1,0,0,0,1,3.0,2.5,1.5,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2.0
4382,-0.5771098589478676,0.33287852490366965,0.1899504981829269,45303919,1.0,1,1,2,1.0,49.0,1,1125,1,90,20,13,0,1634,1,0,0,0,0,1,0,0,0,0.16763674145937266,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1.0
5653,-1.6444076955693847,-0.1075528577165523,0.2165459981601159,50599177,1.0,0,0,2,1.0,153.0,3,14,1,90,8,8,0,178,0,0,0,0,0,0,1,0,0,0.09296719575807796,0,0,0,1,0,1,0,0,0,1,1.0,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0
429,0.08034417192916841,-0.35130394567014894,0.8225954826242701,6854069,0.96,0,1,4,1.0,184.0,2,1125,1,78,56,9,1,3845,1,0,0,0,1,0,0,0,0,0.05033284183432586,0,1,0,0,0,1,0,0,0,1,3.0,4.0,3.0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1.0
3950,0.11706455380567858,2.3159639102965177,-0.5854456483310542,42234877,1.0,0,1,4,1.0,49.0,32,1125,1,0,1,0,1,735,1,0,0,0,0,0,0,0,1,0.07308700075333932,0,1,0,0,0,0,0,1,0,1,3.0,4.0,3.0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,2.0
1210,3.9588185399632208,-2.0634700831033967,0.9318919134833069,18582417,1.0,0,1,4,1.0,300.0,25,1125,1,0,2,0,1,2244,0,0,0,0,0,0,0,0,0,0.006021314069202168,0,1,0,0,0,1,0,0,0,1,3.0,4.0,3.0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0
916,0.05734079036437516,-0.09506640102945893,-0.3963578592026418,14728382,0.99,0,1,4,1.0,101.0,1,60,1,85,177,31,0,3615,1,0,0,0,0,0,0,0,0,0.01626029763319604,0,1,0,0,0,1,0,0,0,1,3.0,4.0,3.0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1.0
4262,-1.6444076955693847,-0.1075528577165523,0.2165459981601159,44167294,0.97,0,1,4,2.0,99.0,32,1125,1,90,5,4,0,553,1,0,0,0,0,0,0,0,0,0.0214637372123258,0,1,0,0,0,1,0,0,0,1,2.0,2.0,1.0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0
4651,-1.6444076955693847,-0.1075528577165523,0.2165459981601159,46689517,0.83,0,1,8,4.0,1800.0,2,1125,1,89,3,3,0,2067,1,0,0,0,0,0,0,0,0,0.021240260994631,0,1,0,0,0,1,0,0,0,1,4.0,2.0,1.0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,6.5
2613,-0.801729903965489,-0.05890409772079453,0.09954441303078179,32502771,0.91,1,1,10,3.0,135.0,2,1125,1,71,35,12,0,2538,1,0,0,0,0,0,0,0,1,0.028111323254512145,0,1,0,0,0,1,0,0,0,1,7.0,3.3333333333333335,2.3333333333333335,1,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,2.0
2494,-0.4212623919707833,-0.36415502458927995,0.3371348169931144,30818831,0.72,0,1,2,1.031413612565445,165.0,1,365,1,82,52,27,1,2761,1,0,0,0,0,0,0,0,1,0.04621318209254452,0,0,0,1,0,0,1,0,0,1,0.968586387434555,1.9390862944162437,0.9390862944162438,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0
1000,-0.8928987178651756,0.16668828115266734,0.03449392799718182,15599810,0.94,1,1,6,2.0,284.0,1,1125,1,68,95,44,0,2162,1,0,0,0,1,0,0,0,0,0.07189264762908196,0,0,1,0,0,1,0,0,0,1,4.0,3.0,2.0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,2.0
56,0.7439332611222216,0.5862165494004277,-0.29057873518641775,790934,0.9,0,1,2,1.0,83.0,1,900,1,90,139,0,0,3447,1,1,0,0,0,0,0,0,0,0.14702642107839076,0,1,0,0,0,0,0,0,1,1,1.0,2.0,1.0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,2.0
3020,0.5402872487380167,0.7853659200875274,-0.8574839928772878,36171447,1.0,0,0,2,1.0,33.0,3,1125,1,90,6,4,1,2638,1,0,0,0,0,0,0,0,1,0.06225443835678887,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1.0
4637,-1.3585116759281033,-0.1726744377944566,0.08624110107466691,46604372,1.0,1,0,9,2.0,428.0,2,120,1,73,13,13,0,1845,1,0,0,0,1,0,0,0,0,0.04286176700882884,0,0,1,0,0,1,0,0,0,1,7.0,4.5,3.5,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,3.0
208,-0.6294380894120076,-0.15254482472300568,-0.329116606951587,3571862,0.52,1,1,3,1.0,150.0,31,1124,1,90,12,0,0,3342,1,0,0,0,0,0,0,0,0,0.015087918846552794,0,1,0,0,0,1,0,0,0,1,2.0,3.0,2.0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0
2111,-0.629943324099229,0.18632687928371303,-0.1326629559999031,27420170,0.94,0,1,10,4.0,292.0,1,1125,1,63,105,39,0,1613,1,0,0,0,0,1,0,0,0,0.10494814383836439,0,1,0,0,0,1,0,0,0,1,6.0,2.5,1.5,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,2.0
1440,-0.816657252368576,-0.07801207302646533,-0.1407150154367452,20834660,1.0,1,1,4,1.0,133.0,2,30,1,74,138,42,0,1786,1,0,0,0,0,0,0,0,1,0.03648362656206123,0,0,1,0,0,1,0,0,0,1,3.0,4.0,3.0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
425,1.2120195572651422,0.11192620224426596,-0.16928087218006527,6830348,0.79,0,1,4,1.0,108.0,2,1125,1,83,186,43,0,2379,1,0,0,0,0,1,0,0,0,0.16339038130537425,0,1,0,0,0,1,0,0,0,1,3.0,4.0,3.0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1.0
697,-1.2826193439870948,0.2781531767196776,0.08545089679217147,11698006,1.0,0,1,2,1.0,65.0,1,4,1,73,145,0,0,2467,1,0,0,0,0,0,1,0,0,0.04601788764295915,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0
1265,-0.7303668860552411,-0.2720614263964826,-0.0319888976320005,19208339,1.0,0,1,6,2.0,118.0,2,1125,1,84,29,15,0,2037,1,0,0,0,0,0,0,0,1,0.0681564865813885,0,1,0,0,0,1,0,0,0,1,4.0,3.0,2.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1.0
1623,-1.449746094972269,-0.048095733317553284,0.17517781403849222,22278355,0.9,1,0,3,1.0,115.0,2,29,1,60,141,25,0,4443,1,0,0,0,1,0,0,0,0,0.08204842740186312,0,1,0,0,0,1,0,0,0,1,2.0,3.0,2.0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1.0
1593,-1.215625595040317,0.22345623266049558,0.09515536057703494,21862235,0.95,1,1,6,2.0,97.0,4,30,1,32,96,43,0,1890,1,0,0,0,0,0,0,0,1,0.0311279609213224,0,1,0,0,0,1,0,0,0,1,4.0,3.0,2.0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,2.0
2301,-0.7961907112746971,0.49422477430497475,-0.3391260146820904,29051115,0.67,1,1,2,1.0,64.0,2,27,1,86,6,2,0,2385,1,0,0,0,0,1,0,0,0,0.13817025474072644,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1.0
4475,-0.24245103442088434,0.15124050971008676,-0.10164831217533508,45786489,0.94,0,1,10,3.0,398.0,3,1125,1,65,29,29,0,1261,1,0,0,0,1,0,0,0,0,0.06780634695306365,0,1,0,0,0,1,0,0,0,1,7.0,3.3333333333333335,2.3333333333333335,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1.0
6372,-0.4132149105909043,0.4817499613822389,-0.2638381251749103,53366557,0.92,0,1,2,1.0,69.0,5,120,1,90,0,0,1,570,1,0,0,0,0,0,0,0,0,0.01617159531771407,1,0,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4.0
5128,-0.8932496229726291,-0.12176892809100935,0.012194299926998551,48902083,1.0,1,1,7,3.0,137.0,2,1125,1,81,20,20,1,2330,1,0,0,0,1,0,0,0,0,0.07331021141914125,0,0,1,0,0,1,0,0,0,1,4.0,2.3333333333333335,1.3333333333333333,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1.0
978,-1.1870350948096855,-0.056761522473343116,-0.026967220719592993,15360917,1.0,1,1,2,1.0,72.0,2,7,1,0,87,13,0,2795,1,0,0,0,1,0,0,0,0,0.08069926140380332,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1.0
6013,-0.7396909215196757,0.32997997751918956,0.23700297914584983,52114521,1.0,0,1,2,1.0,85.0,2,1125,1,88,11,11,1,1380,1,0,0,0,0,0,0,0,1,0.057849560751307066,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1.0
4697,-0.5572905454483486,0.4219233588553418,-0.1961737621500515,46912627,1.0,0,1,2,1.0,95.0,3,1125,1,5,11,11,1,1390,1,0,0,0,0,0,1,0,0,0.051463738681915054,0,0,1,0,0,1,0,0,0,1,1.0,2.0,1.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1.0
819,-0.73843132321755,0.8686632429853338,-0.165547155558397,13621242,0.94,0,1,8,3.0,82.0,3,15,1,48,295,47,0,2538,1,0,0,0,0,0,0,0,1,0.06221724930531242,0,1,0,0,0,1,0,0,0,1,5.0,2.6666666666666665,1.6666666666666667,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1.5
6030,-1.6444076955693847,-0.1075528577165523,0.2165459981601159,52181758,1.0,0,1,6,3.0,139.0,1,1125,1,89,5,5,1,1759,1,0,0,0,0,0,0,0,1,0.10748890733056471,0,1,0,0,0,1,0,0,0,1,3.0,2.0,1.0,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1.0
5040,13.596490808728081,-3.548118963288412,2.4474810177607567,48569067,0.79,0,1,3,1.0,148.0,33,365,1,90,1,1,1,625,1,0,0,0,0,0,0,0,0,0.01738170276814227,0,0,0,1,0,1,0,0,0,1,2.0,3.0,2.0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
1467,-0.9340665066289183,0.43052858442412134,0.04147413566376366,21064192,1.0,1,1,5,2.0,128.0,2,30,1,71,186,43,0,4310,0,0,0,0,0,0,0,0,1,0.053052699828751236,0,1,0,0,0,1,0,0,0,1,3.0,2.5,1.5,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,2.0
5514,1.2993341846184108,-0.2089449059461255,0.6926026101785829,50176976,0.91,0,1,1,1.0,55.0,1,7,1,90,7,7,1,1699,1,0,0,0,0,1,0,0,0,0.10535815240938716,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1.0
621,-0.9269800183833239,0.09486362567064287,0.15909540203196074,10011290,0.35,0,0,2,1.0,140.0,90,1124,1,90,0,0,0,2218,1,0,0,0,0,0,0,0,0,0.014755109458076931,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
4836,1.05920486980462,0.03798514270196734,-0.16664271559270075,47780185,0.81,0,1,2,1.0,137.0,1,1125,1,81,22,22,0,1438,1,0,0,0,1,0,0,0,0,0.059635991407198906,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1.0
4006,9.622413795401336,-2.9875139212224617,2.6358694931059596,42566754,0.89,0,1,3,1.1680440771349863,170.0,1,28,1,19,2,2,1,736,1,0,0,0,0,0,0,0,1,0.055873563114580506,0,0,1,0,0,0,0,1,0,1,1.8319559228650137,2.568396226415094,1.5683962264150944,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
3048,0.06630493067006325,0.020523148785480665,0.06598121404735169,36263867,1.0,0,1,4,2.0,50.0,35,37,1,88,0,0,0,949,0,0,1,0,0,0,0,0,0,0.13597391202403827,0,1,0,0,0,1,0,0,0,1,2.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
1778,-0.22004475837161083,0.4305735353812391,-0.3568420776766734,24154584,0.99,0,1,2,1.0,192.0,3,1111,1,55,23,2,1,2864,1,0,0,0,0,0,0,0,0,0.024168784642998077,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1.0
4066,5.1902208560208045,0.5442173633284493,2.502789965884619,42936919,0.98,0,1,2,1.0,152.0,30,1125,1,31,0,0,1,1828,1,0,0,0,0,0,0,0,0,0.006212435200457077,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
336,-0.9927106766843887,-0.15268182760253898,0.12312184632433765,5874798,1.0,1,1,2,1.0,86.0,2,1125,1,80,234,27,1,2452,1,0,0,0,1,0,0,0,0,0.06505569422517349,0,0,1,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1.0
2642,-0.3202300380463198,-0.4964495884802839,0.41019055535706556,32821107,0.67,0,1,2,2.0,116.0,1,1125,1,22,0,0,0,2086,1,1,0,0,0,0,0,0,0,0.08903912195837653,0,0,1,0,0,1,0,0,0,0,0.0,1.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1.0
