,review1,review2,review3,id,host_acceptance_rate,host_is_superhost,host_identity_verified,accommodates,bedrooms,price,minimum_nights,maximum_nights,has_availability,availability_90,number_of_reviews,number_of_reviews_ltm,instant_bookable,host_days,response_score,neighbourhood_farnorth,neighbourhood_farsouth,neighbourhood_farsouthwest,neighbourhood_north,neighbourhood_northwest,neighbourhood_south,neighbourhood_southwest,neighbourhood_west,dist,property_group_0,property_group_1,property_group_2,property_group_3,property_group_4,room_type_entire_home/apt,room_type_hotel_room,room_type_private_room,room_type_shared_room,crowdedness,crowdedness_diff,crowdedness_ratio,crowdedness_adj_ratio,long_term_stays_allowed,gym,patio_or_balcony,paid_parking_off_premises,coffee_maker,first_aid_kit,fire_extinguisher,private_entrance,bbq_grill,lockbox,indoor_fireplace,hangers,elevator,dishwasher,laundromat_nearby,heating,bathtub,air_conditioning,hot_water,hair_dryer,free_street_parking,oven,shower_gel,free_parking_on_premises,lock_on_bedroom_door,dryer,keypad,washer,outdoor_furniture,room-darkening_shades,baking_sheet,wine_glasses,tv,bathrooms_privacy,bathrooms
4488,-0.12499345791843726,-0.49747356413374916,0.3412511380515195,45812538,1.0,0,1,2,1.0,50.0,7,1125,1,81,3,3,1,437,1,0,0,0,0,0,0,0,1,0.024372102066083107,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1.0
3292,0.1583459506336797,-0.6784219373918571,-0.3865029238257433,38258027,1.0,1,1,5,2.0,229.0,2,1125,1,22,5,4,0,2718,0,1,0,0,0,0,0,0,0,0.07819091404452874,0,0,1,0,0,1,0,0,0,1,3.0,2.5,1.5,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1.0
5491,-0.26704019526946643,-0.693435583697185,0.3412052114285678,50120339,0.98,0,1,6,2.0,100.0,1,365,1,73,0,0,0,738,1,1,0,0,0,0,0,0,0,0.11413102080993347,0,1,0,0,0,1,0,0,0,1,4.0,3.0,2.0,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0
1258,-0.8163398451783205,-0.1946511197591016,0.02957270990163548,19124180,0.99,1,1,2,1.031413612565445,69.0,1,120,1,50,372,70,0,2806,1,0,0,0,0,0,0,0,0,0.01851452897375309,0,1,0,0,0,1,0,0,0,1,0.968586387434555,1.9390862944162437,0.9390862944162438,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1.0
2988,0.20360734837182987,-0.6942154597730439,-0.3272165346337022,35846172,0.94,0,1,3,1.0,57.0,1,1125,1,21,68,22,0,2249,1,0,0,0,0,0,1,0,0,0.09771039833672425,0,1,0,0,0,1,0,0,0,1,2.0,3.0,2.0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
85,-1.01192932398894,0.22727207770300883,-0.0701882766109164,1296053,0.81,1,1,2,1.0,75.0,1,1125,1,85,28,1,0,3186,1,0,0,0,0,0,1,0,0,0.06826698844332497,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1.0
746,3.073659884848403,-0.1629253019566869,0.9678600006435074,12511894,0.95,0,1,7,3.0,229.0,3,999,1,84,13,5,0,2070,1,0,0,0,0,0,0,0,0,0.01809429233542717,0,1,0,0,0,1,0,0,0,1,4.0,2.3333333333333335,1.3333333333333333,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,3.0
5276,-1.3195523775015587,-0.19290832963540286,0.13230977319666865,49486285,0.82,1,1,6,3.0,272.0,2,30,1,74,24,24,0,2391,1,0,0,0,1,0,0,0,0,0.07084559785278463,0,1,0,0,0,1,0,0,0,1,3.0,2.0,1.0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,2.0
1867,-1.1671050143687465,0.33894542586006254,0.026187889965046368,24921452,0.75,1,1,2,1.0,99.0,2,75,1,73,24,9,0,3534,1,0,0,0,1,0,0,0,0,0.10534415670134571,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,1.5
1315,-0.27505571194554534,-0.36070934565089857,-0.04265679293447193,19734070,0.99,1,1,7,3.0,298.0,1,1124,1,2,185,26,0,1626,1,0,0,0,1,0,0,0,0,0.04206721477730627,0,1,0,0,0,1,0,0,0,1,4.0,2.3333333333333335,1.3333333333333333,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
5197,-0.34842252479873687,-0.29135064811317163,0.25153735580726133,49174223,0.23,0,0,2,1.031413612565445,120.0,32,1125,1,90,0,0,0,2161,1,0,0,0,0,0,0,0,0,0.019005513071735994,0,0,0,1,0,1,0,0,0,1,0.968586387434555,1.9390862944162437,0.9390862944162438,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
3898,0.23957078349868768,-1.056009870905232,-1.0091843879483413,41976810,0.98,0,1,2,1.0,151.0,30,1125,1,0,0,0,1,1828,1,0,0,0,0,0,0,0,0,0.007625912608987273,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
5008,2.1159472559718076,-0.565729935412315,0.1922551917821996,48397983,0.99,0,1,4,2.0,242.0,1,1125,1,89,42,42,1,907,1,0,0,0,0,0,0,0,0,0.009282669827162747,0,0,0,1,0,0,0,1,0,1,2.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1.0
962,-1.6444076955693847,-0.1075528577165523,0.2165459981601159,15207942,0.23,0,0,4,2.0,210.0,60,1125,1,89,2,0,0,2161,1,0,0,0,0,0,0,0,0,0.014574014379028659,0,1,0,0,0,1,0,0,0,1,2.0,2.0,1.0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2.0
4650,-1.2689164712322234,0.14427015000215312,0.15424838964942222,46680898,1.0,1,1,2,1.0,59.0,1,150,1,90,23,22,0,1634,1,0,0,0,0,1,0,0,0,0.16904173385031182,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1.0
265,-1.4088844290246683,-0.020646349256140454,0.07477570965789923,4457161,1.0,1,1,6,3.0,199.0,2,1125,1,54,67,11,1,2607,1,0,0,0,1,0,0,0,0,0.09159102300508994,0,1,0,0,0,1,0,0,0,1,3.0,2.0,1.0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1.0
2428,-1.203472473436001,0.00932011240934895,-0.0743441226453832,30104838,1.0,0,1,1,1.0311526479750779,26.0,39,40,1,0,0,0,0,1294,0,0,0,0,0,0,0,0,0,0.020915823080147434,0,1,0,0,0,0,0,1,0,0,-0.031152647975077885,0.9697885196374623,-0.030211480362537766,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1.0
4116,-1.002311138457912,-0.22582540943772877,0.09318594657623966,43346710,0.92,1,1,6,2.0,146.0,1,1125,1,45,97,56,0,1385,1,0,0,0,1,0,0,0,0,0.03785404421088959,0,1,0,0,0,1,0,0,0,1,4.0,3.0,2.0,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,2.0
3086,-0.8159178888435807,0.5927517872356267,-0.051830757923361434,36638765,0.8,0,1,3,1.1680440771349863,157.0,2,180,1,89,16,2,0,3042,1,0,0,0,1,0,0,0,0,0.10922097647942422,0,1,0,0,0,1,0,0,0,1,1.8319559228650137,2.568396226415094,1.5683962264150944,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0
3139,1.296097920904116,2.1337510872256416,-0.05223604987132061,37074749,0.98,0,1,4,2.0,207.0,30,1125,1,26,0,0,1,1828,1,0,0,0,0,0,0,0,0,0.018387670845434682,0,1,0,0,0,1,0,0,0,1,2.0,2.0,1.0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,2.0
2069,-0.46413780725621756,-0.05275199786137932,0.2142722486254645,26991799,0.98,0,1,4,1.0,55.0,4,999,1,84,140,8,1,1269,1,1,0,0,0,0,0,0,0,0.1681782340468471,0,1,0,0,0,1,0,0,0,1,3.0,4.0,3.0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1.0
4202,2.440651409977316,-1.6537039700551566,-0.6628507006850914,43870930,0.73,0,1,5,2.0,115.0,32,1125,1,77,4,4,0,2634,0,1,0,0,0,0,0,0,0,0.10254836208891886,0,1,0,0,0,1,0,0,0,1,3.0,2.5,1.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1.0
4533,0.07619143665456186,-1.1464465837397215,-1.6203972398406192,45993925,1.0,0,0,2,2.0,50.0,1,1125,1,0,0,0,0,424,0,0,0,0,0,0,0,0,1,0.0666069877349186,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2.5
1800,0.6042634384857705,-0.5446663337964663,-0.2975862252407543,24329678,1.0,0,1,14,4.0,666.0,1,1125,1,62,26,24,0,3637,1,0,0,0,0,0,0,0,1,0.05161335640237994,0,1,0,0,0,1,0,0,0,1,10.0,3.5,2.5,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,3.0
2235,-1.3681049192997126,0.06058218906069098,0.20804320056179001,28493052,1.0,1,1,2,1.0,112.0,1,6,1,32,71,8,0,1876,0,0,0,0,0,0,0,0,0,0.027045575444417953,0,0,1,0,0,0,0,1,0,1,1.0,2.0,1.0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1.0
3543,-0.7740822200046682,-0.5398395992539897,-0.2960786511867506,39769180,0.98,0,1,2,1.0,162.0,30,1125,1,4,0,0,1,1828,1,0,0,0,0,0,0,0,0,0.006107269039431964,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
3062,-0.668171343383284,0.20729024695756595,0.008135363584716036,36483656,1.0,0,1,5,2.089700996677741,106.0,2,1125,1,80,97,23,1,895,1,0,0,0,0,0,1,0,0,0.0660446352637402,0,1,0,0,0,0,0,1,0,1,2.910299003322259,2.39268680445151,1.3926868044515104,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1.0
2212,-0.8759732930135048,-0.17502417103495538,0.20658075434309636,28283064,1.0,1,1,6,2.0,123.0,1,1125,1,76,89,36,0,2138,0,0,0,0,1,0,0,0,0,0.06912157717471332,0,1,0,0,0,1,0,0,0,1,4.0,3.0,2.0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1.0
6358,-0.9448789192812921,-0.32596946894649426,-0.02742869947543257,53341037,0.87,1,1,6,3.0,95.0,32,1125,1,42,0,0,1,3693,1,0,0,0,0,0,1,0,0,0.10194281184625394,0,1,0,0,0,1,0,0,0,1,3.0,2.0,1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,2.0
4266,2.471326105616301,-0.46154530149280765,1.2787175735983454,44203673,0.76,0,1,1,1.0,25.0,3,1125,1,74,0,0,0,2485,1,0,0,0,0,0,1,0,0,0.13065046993838997,1,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1.0
6147,0.2343294899841546,1.4808398468560662,0.2478096842797051,52620090,0.96,0,1,2,1.0,40.0,2,365,1,90,0,0,0,79,1,0,0,0,0,0,0,0,1,0.03828182105281879,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1.0
1985,-0.004033650406227162,-0.18364942361873277,-0.22759602146747157,25984019,0.94,0,1,2,1.031413612565445,61.0,1,1125,1,59,102,15,0,2249,1,0,0,0,0,0,1,0,0,0.09476338697577814,0,1,0,0,0,1,0,0,0,1,0.968586387434555,1.9390862944162437,0.9390862944162438,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
1371,1.0387697968238772,-0.27367488050172584,0.32696922893445457,20235190,1.0,0,1,2,1.0,35.0,1,1125,1,89,49,8,1,1700,1,1,0,0,0,0,0,0,0,0.11214270369096632,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1.5
2122,-0.9090455888567199,0.4026932750255681,0.014132431684171286,27489795,0.0,0,1,1,1.0,56.0,140,365,1,65,0,0,1,3694,0,0,0,0,1,0,0,0,0,0.09587768720155433,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
3907,-0.6879800778961966,-0.35137965361809803,0.5248645322071994,42035537,0.98,0,1,2,1.031413612565445,156.0,30,1125,1,4,3,1,1,1828,1,0,0,0,0,0,0,0,1,0.021256937482142843,0,1,0,0,0,1,0,0,0,1,0.968586387434555,1.9390862944162437,0.9390862944162438,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
6266,1.918476004538499,-0.25556822160462705,-0.47030729006127675,53024196,0.98,0,1,2,1.0,119.0,32,1125,1,1,0,0,1,1828,1,0,0,0,0,0,0,0,0,0.017096567068275892,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0
5254,1.4564758574158225,-0.6770275761363187,0.5172053310762501,49421956,1.0,0,1,3,1.0,75.0,1,1125,1,77,27,27,0,993,0,1,0,0,0,0,0,0,0,0.0776999714743776,0,1,0,0,0,1,0,0,0,1,2.0,3.0,2.0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1.0
5223,3.648689415934814,-0.10516384709040373,-0.7723623074918622,49242420,0.81,0,1,2,1.0,113.0,2,1125,1,79,25,25,0,1438,1,0,0,0,1,0,0,0,0,0.058348527446026484,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1.0
2057,-1.1776233599014514,-0.2569263519557259,0.13365799431282746,26866986,0.52,1,1,2,1.0,135.0,28,1125,1,84,11,2,0,3342,1,0,0,0,0,0,0,0,0,0.018830955979982612,0,0,0,1,0,1,0,0,0,1,1.0,2.0,1.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1.0
6264,-0.25413973411758184,0.8890147605914883,0.1490478949723945,53023403,1.0,0,1,8,4.0,224.0,2,1125,1,73,2,2,1,1734,0,0,0,0,0,0,1,0,0,0.06787917659430126,0,1,0,0,0,1,0,0,0,1,4.0,2.0,1.0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,3.0
3947,-0.9640027529172503,0.5242536522640864,0.057930561366205585,42197468,0.72,1,0,5,2.0,103.0,2,1125,1,79,40,33,0,712,1,0,0,0,0,0,1,0,0,0.0720763501789607,0,0,1,0,0,1,0,0,0,1,3.0,2.5,1.5,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1.0
2058,-0.44411620565398435,-0.27254028750728776,-0.2276447203574463,26877934,1.0,0,1,2,1.0,44.0,1,1125,1,84,22,8,1,1700,1,1,0,0,0,0,0,0,0,0.11323327369249428,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1.0
3711,-0.8853853062698748,-0.09322247255988468,-0.051202753456749794,40894313,1.0,0,1,2,1.0,83.0,1,30,1,77,109,53,0,1920,0,0,0,0,1,0,0,0,0,0.0568019853800838,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1.0
2904,-1.0925310120259817,0.09437468705937738,0.04610247384741376,35225934,0.99,1,1,2,1.0,49.0,1,31,1,0,32,15,0,1796,0,0,0,0,0,0,0,0,1,0.036017222534780985,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1.0
4922,-1.403436022514724,0.13543130699361747,0.011994878983402735,48157889,1.0,1,0,1,1.0,37.0,5,60,1,13,7,7,0,2823,0,0,0,0,0,0,0,0,1,0.05244290685230141,0,1,0,0,0,0,0,1,0,0,0.0,1.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1.5
3838,-1.4371974563731251,0.5064620865100667,0.07861088894819218,41715894,0.73,0,1,1,1.0,35.0,300,1125,1,0,4,2,0,2437,0,0,0,0,1,0,0,0,0,0.1134602779792115,0,0,1,0,0,0,0,1,0,0,0.0,1.0,0.0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1.0
5849,1.4127833250162423,-1.3986974519075184,2.2175323185072986,51368004,0.88,0,1,8,4.0,298.0,3,365,1,77,1,1,0,1682,1,1,0,0,0,0,0,0,0,0.1351467618225405,0,1,0,0,0,1,0,0,0,1,4.0,2.0,1.0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,2.5
6467,-0.26263474540235326,0.7653201215501774,-0.253483470316305,53612424,1.0,0,1,7,2.0,101.0,2,365,1,4,0,0,0,18,0,0,0,0,0,0,0,0,1,0.027779187526975304,0,1,0,0,0,1,0,0,0,1,5.0,3.5,2.5,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1.0
284,-0.5955657673319706,-0.3437039774446221,-0.10646378002233291,4803582,1.0,0,1,2,1.0,130.0,2,1125,1,83,108,22,0,2577,0,0,0,0,0,0,0,0,1,0.05225327763039904,0,1,0,0,0,1,0,0,0,1,1.0,2.0,1.0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
95,0.23427882526957627,1.0368319706711306,-0.2463573112629898,1468342,0.0,0,1,2,1.0,55.0,2,7,1,89,123,0,0,3328,0,0,0,0,0,0,1,0,0,0.07032590679913304,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0
6229,0.7652393671213031,1.4900475274499343,-0.9240705483574927,52892301,0.98,0,1,4,2.0,158.0,32,1125,1,48,0,0,1,1828,1,0,0,0,1,0,0,0,0,0.06282565284276075,0,1,0,0,0,1,0,0,0,1,2.0,2.0,1.0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
2664,0.10612296598101259,0.4901288989290432,-0.19672155956551776,33040765,0.0,0,1,2,1.0,129.0,2,28,0,0,0,0,0,1060,0,0,0,0,0,0,0,0,0,0.023300610960229094,0,0,1,0,0,0,1,0,0,1,1.0,2.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
3955,-1.3147065690821749,-0.10551117017630288,0.11499646676142447,42276669,0.94,1,1,5,2.0,106.0,1,27,1,70,59,47,0,3218,1,0,0,0,1,0,0,0,0,0.07831840023340028,0,1,0,0,0,1,0,0,0,1,3.0,2.5,1.5,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,2.0
3442,-0.35168906563177776,-0.4934055589791043,0.7449730274453895,39127790,0.52,1,1,1,1.0,100.0,32,1125,1,90,3,1,0,3342,1,0,0,0,1,0,0,0,0,0.06934444842321129,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0
5546,4.50208509577918,1.130188124680868,0.3479251654984365,50260351,0.98,0,1,2,1.031413612565445,123.0,30,1125,1,45,0,0,1,1828,1,0,0,0,0,0,0,0,1,0.024006118701695986,0,1,0,0,0,1,0,0,0,1,0.968586387434555,1.9390862944162437,0.9390862944162438,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
6415,4.1033137851759856,-2.8734155772738466,-1.657752568777682,53488369,0.98,0,1,2,1.031413612565445,127.0,32,1125,1,57,0,0,1,1828,1,0,0,0,0,0,0,0,0,0.0025847775378104853,0,1,0,0,0,1,0,0,0,1,0.968586387434555,1.9390862944162437,0.9390862944162438,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0
2649,-0.9901646100325358,-0.08996620257377266,-0.11484272470923651,32877806,0.98,0,1,5,2.0,83.0,1,1125,1,73,92,24,0,1122,1,0,1,0,0,0,0,0,0,0.24070350922062203,0,1,0,0,0,1,0,0,0,1,3.0,2.5,1.5,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1.0
2280,-0.7778274054001936,1.021981085397494,-0.26103784613299147,28864302,0.77,1,1,4,2.0,64.0,41,370,1,64,8,2,0,1883,1,0,0,0,0,0,0,0,1,0.06021516698573212,0,1,0,0,0,1,0,0,0,1,2.0,2.0,1.0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1.0
2521,-0.9247302066609365,-0.3398770642258538,-0.09445773801409864,31158088,0.11,0,0,2,1.0,60.0,1,3,1,83,24,0,0,1086,0,1,0,0,0,0,0,0,0,0.1432097873440131,0,1,0,0,0,0,0,1,0,1,1.0,2.0,1.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1.0
3613,0.7476059131359937,-0.24488351047682042,-0.3768307876382536,40201619,0.75,0,1,5,3.0,69.0,1,1125,1,0,12,2,0,2251,1,0,0,0,0,0,1,0,0,0.12596783989225208,0,1,0,0,0,1,0,0,0,1,2.0,1.6666666666666667,0.6666666666666666,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1.0
1284,-0.9310030905634604,0.44399129052637987,-0.030250425436315884,19454945,0.0,0,0,4,1.0,106.0,2,31,1,73,71,0,0,1679,0,0,0,0,0,0,0,0,1,0.028470208835196853,0,1,0,0,0,1,0,0,0,1,3.0,4.0,3.0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0
4022,-0.6278994078020335,-0.25710195468617303,0.02540449349172372,42688174,0.52,1,1,2,2.0,250.0,60,1125,1,90,0,0,0,3342,1,0,0,0,0,0,0,0,1,0.013849838378827209,0,1,0,0,0,1,0,0,0,0,0.0,1.0,0.0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,2.0
2003,-0.4514787723605152,-0.5411394416299183,0.05279344769275064,26162767,1.0,0,1,1,1.0,15.0,2,45,1,90,34,9,1,1459,0,0,1,0,0,0,0,0,0,0.16203382434270086,0,1,0,0,0,0,0,0,1,0,0.0,1.0,0.0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4.0
5346,0.16599018034703872,0.28869380372081466,-0.2802600650339051,49732675,0.99,1,1,3,1.1680440771349863,65.0,1,1125,1,61,29,29,1,256,1,0,0,0,0,0,0,0,1,0.02972722393227968,0,1,0,0,0,1,0,0,0,1,1.8319559228650137,2.568396226415094,1.5683962264150944,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1.0
2153,-1.2708520305157602,0.2587353898219063,0.12386931746897452,27785491,1.0,1,1,6,2.0,135.0,2,28,1,0,52,0,0,1287,0,0,0,0,0,0,0,0,0,0.02523909838167477,0,1,0,0,0,1,0,0,0,1,4.0,3.0,2.0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1.0
